Time(s)	V(m/s)	xb(m)	xt(m)
52.350	11.830	0.623	0.365
52.360	11.825	0.625	0.364
52.370	11.824	0.627	0.364
52.380	11.828	0.630	0.363
52.390	11.839	0.632	0.363
52.400	11.856	0.634	0.362
52.410	11.881	0.637	0.362
52.420	11.914	0.639	0.361
52.430	11.952	0.642	0.361
52.440	11.994	0.645	0.360
52.450	12.038	0.648	0.360
52.460	12.083	0.650	0.359
52.470	12.126	0.654	0.358
52.480	12.165	0.657	0.358
52.490	12.199	0.660	0.357
52.500	12.227	0.663	0.357
52.510	12.249	0.667	0.356
52.520	12.264	0.670	0.355
52.530	12.273	0.674	0.355
52.540	12.279	0.677	0.354
52.550	12.282	0.681	0.354
52.560	12.285	0.685	0.353
52.570	12.289	0.689	0.353
52.580	12.297	0.693	0.352
52.590	12.309	0.697	0.351
52.600	12.327	0.701	0.351
52.610	12.350	0.705	0.350
52.620	12.379	0.709	0.350
52.630	12.413	0.713	0.349
52.640	12.449	0.717	0.348
52.650	12.486	0.722	0.348
52.660	12.521	0.726	0.347
52.670	12.552	0.730	0.347
52.680	12.577	0.735	0.346
52.690	12.594	0.739	0.346
52.700	12.600	0.743	0.345
52.710	12.596	0.748	0.345
52.720	12.581	0.752	0.344
52.730	12.557	0.757	0.344
52.740	12.524	0.761	0.343
52.750	12.484	0.765	0.343
52.760	12.441	0.770	0.342
52.770	12.397	0.774	0.342
52.780	12.355	0.778	0.342
52.790	12.318	0.782	0.341
52.800	12.288	0.786	0.341
52.810	12.267	0.790	0.341
52.820	12.256	0.794	0.340
52.830	12.256	0.797	0.340
52.840	12.266	0.801	0.340
52.850	12.284	0.804	0.339
52.860	12.310	0.808	0.339
52.870	12.340	0.811	0.339
52.880	12.373	0.814	0.339
52.890	12.406	0.817	0.339
52.900	12.436	0.820	0.339
52.910	12.461	0.823	0.338
52.920	12.478	0.825	0.338
52.930	12.487	0.828	0.338
52.940	12.486	0.830	0.338
52.950	12.476	0.833	0.338
52.960	12.457	0.835	0.338
52.970	12.430	0.837	0.338
52.980	12.397	0.839	0.338
52.990	12.360	0.841	0.339
53.000	12.322	0.842	0.339
53.010	12.285	0.844	0.339
53.020	12.251	0.845	0.339
53.030	12.224	0.846	0.339
53.040	12.205	0.847	0.340
53.050	12.196	0.848	0.340
53.060	12.197	0.849	0.340
53.070	12.209	0.849	0.340
53.080	12.232	0.850	0.341
53.090	12.264	0.850	0.341
53.100	12.302	0.850	0.342
53.110	12.345	0.850	0.342
53.120	12.390	0.850	0.343
53.130	12.433	0.850	0.343
53.140	12.472	0.849	0.344
53.150	12.503	0.849	0.344
53.160	12.524	0.848	0.345
53.170	12.532	0.847	0.345
53.180	12.529	0.847	0.346
53.190	12.512	0.846	0.347
53.200	12.482	0.845	0.347
53.210	12.442	0.844	0.348
53.220	12.393	0.842	0.349
53.230	12.338	0.841	0.350
53.240	12.279	0.840	0.350
53.250	12.220	0.838	0.351
53.260	12.163	0.837	0.352
53.270	12.110	0.835	0.353
53.280	12.062	0.833	0.354
53.290	12.020	0.831	0.355
53.300	11.984	0.829	0.356
53.310	11.953	0.827	0.357
53.320	11.926	0.825	0.358
53.330	11.901	0.822	0.359
53.340	11.877	0.820	0.360
53.350	11.854	0.817	0.361
53.360	11.828	0.814	0.362
53.370	11.801	0.811	0.363
53.380	11.772	0.808	0.364
53.390	11.742	0.805	0.365
53.400	11.713	0.802	0.366
53.410	11.685	0.798	0.367
53.420	11.661	0.795	0.368
53.430	11.642	0.791	0.369
53.440	11.629	0.787	0.371
53.450	11.623	0.784	0.372
53.460	11.623	0.780	0.373
53.470	11.628	0.776	0.374
53.480	11.637	0.772	0.375
53.490	11.645	0.767	0.377
53.500	11.651	0.763	0.378
53.510	11.650	0.759	0.379
53.520	11.640	0.755	0.380
53.530	11.618	0.750	0.382
53.540	11.583	0.746	0.383
53.550	11.533	0.742	0.384
53.560	11.470	0.737	0.385
53.570	11.394	0.733	0.386
53.580	11.311	0.728	0.388
53.590	11.222	0.724	0.389
53.600	11.134	0.719	0.390
53.610	11.050	0.714	0.391
53.620	10.976	0.709	0.393
53.630	10.915	0.705	0.394
53.640	10.870	0.700	0.395
53.650	10.842	0.695	0.396
53.660	10.832	0.690	0.397
53.670	10.839	0.685	0.399
53.680	10.860	0.680	0.400
53.690	10.891	0.675	0.401
53.700	10.929	0.670	0.402
53.710	10.969	0.665	0.403
53.720	11.006	0.660	0.404
53.730	11.037	0.655	0.405
53.740	11.059	0.650	0.407
53.750	11.069	0.645	0.408
53.760	11.068	0.640	0.409
53.770	11.054	0.635	0.410
53.780	11.030	0.630	0.411
53.790	10.999	0.626	0.412
53.800	10.962	0.621	0.413
53.810	10.923	0.616	0.413
53.820	10.886	0.612	0.414
53.830	10.853	0.608	0.415
53.840	10.826	0.603	0.416
53.850	10.807	0.599	0.417
53.860	10.797	0.595	0.418
53.870	10.797	0.591	0.418
53.880	10.805	0.587	0.419
53.890	10.822	0.583	0.420
53.900	10.845	0.579	0.420
53.910	10.873	0.576	0.421
53.920	10.905	0.572	0.422
53.930	10.941	0.569	0.422
53.940	10.979	0.565	0.423
53.950	11.017	0.562	0.423
53.960	11.057	0.559	0.424
53.970	11.098	0.557	0.424
53.980	11.140	0.554	0.425
53.990	11.182	0.552	0.425
54.000	11.226	0.549	0.425
54.010	11.270	0.547	0.425
54.020	11.315	0.546	0.426
54.030	11.360	0.544	0.426
54.040	11.405	0.543	0.426
54.050	11.449	0.541	0.426
54.060	11.491	0.541	0.426
54.070	11.532	0.540	0.426
54.080	11.570	0.539	0.426
54.090	11.605	0.539	0.426
54.100	11.637	0.539	0.426
54.110	11.665	0.540	0.426
54.120	11.689	0.540	0.426
54.130	11.709	0.541	0.425
54.140	11.724	0.542	0.425
54.150	11.736	0.544	0.425
54.160	11.744	0.545	0.425
54.170	11.749	0.547	0.424
54.180	11.749	0.549	0.424
54.190	11.747	0.551	0.423
54.200	11.741	0.554	0.423
54.210	11.734	0.557	0.422
54.220	11.724	0.559	0.422
54.230	11.715	0.563	0.421
54.240	11.706	0.566	0.421
54.250	11.698	0.569	0.420
54.260	11.693	0.573	0.419
54.270	11.692	0.577	0.418
54.280	11.695	0.581	0.418
54.290	11.702	0.585	0.417
54.300	11.713	0.589	0.416
54.310	11.729	0.594	0.415
54.320	11.746	0.598	0.414
54.330	11.765	0.603	0.413
54.340	11.782	0.607	0.412
54.350	11.796	0.612	0.411
54.360	11.806	0.617	0.410
54.370	11.808	0.622	0.409
54.380	11.803	0.627	0.408
54.390	11.791	0.632	0.407
54.400	11.770	0.638	0.406
54.410	11.743	0.643	0.405
54.420	11.711	0.648	0.404
54.430	11.677	0.654	0.403
54.440	11.644	0.659	0.402
54.450	11.615	0.664	0.401
54.460	11.592	0.669	0.399
54.470	11.577	0.675	0.398
54.480	11.573	0.680	0.397
54.490	11.580	0.685	0.396
54.500	11.597	0.690	0.395
54.510	11.624	0.696	0.393
54.520	11.657	0.701	0.392
54.530	11.694	0.706	0.391
54.540	11.732	0.711	0.389
54.550	11.768	0.716	0.388
54.560	11.798	0.720	0.387
54.570	11.820	0.725	0.386
54.580	11.832	0.730	0.384
54.590	11.834	0.734	0.383
54.600	11.826	0.739	0.382
54.610	11.809	0.743	0.381
54.620	11.785	0.747	0.379
54.630	11.757	0.752	0.378
54.640	11.727	0.756	0.377
54.650	11.698	0.760	0.375
54.660	11.674	0.763	0.374
54.670	11.654	0.767	0.373
54.680	11.641	0.771	0.372
54.690	11.634	0.774	0.370
54.700	11.632	0.777	0.369
54.710	11.636	0.780	0.368
54.720	11.641	0.783	0.367
54.730	11.648	0.786	0.366
54.740	11.652	0.789	0.364
54.750	11.654	0.791	0.363
54.760	11.651	0.793	0.362
54.770	11.642	0.796	0.361
54.780	11.627	0.797	0.360
54.790	11.608	0.799	0.359
54.800	11.584	0.801	0.358
54.810	11.558	0.802	0.357
54.820	11.531	0.803	0.356
54.830	11.503	0.804	0.355
54.840	11.478	0.805	0.354
54.850	11.455	0.806	0.353
54.860	11.434	0.806	0.352
54.870	11.417	0.806	0.351
54.880	11.402	0.806	0.350
54.890	11.389	0.806	0.349
54.900	11.378	0.806	0.348
54.910	11.367	0.805	0.347
54.920	11.357	0.804	0.346
54.930	11.346	0.803	0.345
54.940	11.336	0.802	0.344
54.950	11.326	0.801	0.344
54.960	11.317	0.799	0.343
54.970	11.311	0.798	0.342
54.980	11.308	0.796	0.341
54.990	11.308	0.794	0.341
55.000	11.314	0.791	0.340
55.010	11.325	0.789	0.339
55.020	11.340	0.787	0.339
55.030	11.360	0.784	0.338
55.040	11.384	0.781	0.337
55.050	11.409	0.778	0.337
55.060	11.436	0.775	0.336
55.070	11.462	0.772	0.336
55.080	11.488	0.769	0.335
55.090	11.511	0.765	0.335
55.100	11.532	0.762	0.334
55.110	11.551	0.759	0.334
55.120	11.568	0.755	0.333
55.130	11.584	0.751	0.333
55.140	11.600	0.748	0.332
55.150	11.616	0.744	0.332
55.160	11.633	0.741	0.331
55.170	11.650	0.737	0.331
55.180	11.667	0.733	0.331
55.190	11.683	0.730	0.330
55.200	11.696	0.726	0.330
55.210	11.705	0.722	0.330
55.220	11.708	0.719	0.329
55.230	11.703	0.715	0.329
55.240	11.689	0.711	0.329
55.250	11.665	0.708	0.328
55.260	11.630	0.704	0.328
55.270	11.587	0.701	0.328
55.280	11.536	0.698	0.328
55.290	11.479	0.694	0.327
55.300	11.420	0.691	0.327
55.310	11.362	0.687	0.327
55.320	11.308	0.684	0.327
55.330	11.259	0.681	0.327
55.340	11.218	0.677	0.326
55.350	11.186	0.674	0.326
55.360	11.164	0.671	0.326
55.370	11.149	0.667	0.326
55.380	11.142	0.664	0.326
55.390	11.138	0.661	0.326
55.400	11.137	0.657	0.325
55.410	11.135	0.654	0.325
55.420	11.131	0.651	0.325
55.430	11.124	0.648	0.325
55.440	11.112	0.645	0.325
55.450	11.096	0.642	0.325
55.460	11.077	0.638	0.324
55.470	11.058	0.635	0.324
55.480	11.039	0.632	0.324
55.490	11.025	0.629	0.324
55.500	11.016	0.626	0.324
55.510	11.015	0.624	0.324
55.520	11.023	0.621	0.324
55.530	11.038	0.618	0.324
55.540	11.061	0.615	0.323
55.550	11.089	0.613	0.323
55.560	11.119	0.610	0.323
55.570	11.149	0.607	0.323
55.580	11.175	0.605	0.323
55.590	11.194	0.603	0.323
55.600	11.205	0.600	0.323
55.610	11.207	0.598	0.323
55.620	11.200	0.596	0.322
55.630	11.184	0.594	0.322
55.640	11.161	0.592	0.322
55.650	11.135	0.591	0.322
55.660	11.108	0.589	0.322
55.670	11.084	0.587	0.322
55.680	11.064	0.586	0.321
55.690	11.051	0.584	0.321
55.700	11.046	0.583	0.321
55.710	11.048	0.582	0.321
55.720	11.056	0.581	0.321
55.730	11.068	0.580	0.321
55.740	11.081	0.579	0.320
55.750	11.093	0.578	0.320
55.760	11.099	0.577	0.320
55.770	11.098	0.576	0.320
55.780	11.088	0.576	0.320
55.790	11.067	0.575	0.319
55.800	11.036	0.575	0.319
55.810	10.996	0.575	0.319
55.820	10.949	0.574	0.319
55.830	10.898	0.574	0.318
55.840	10.844	0.574	0.318
55.850	10.790	0.574	0.318
55.860	10.739	0.574	0.318
55.870	10.690	0.574	0.317
55.880	10.644	0.574	0.317
55.890	10.602	0.574	0.317
55.900	10.560	0.574	0.317
55.910	10.518	0.574	0.316
55.920	10.473	0.574	0.316
55.930	10.425	0.574	0.316
55.940	10.373	0.574	0.315
55.950	10.315	0.574	0.315
55.960	10.255	0.574	0.315
55.970	10.193	0.574	0.315
55.980	10.133	0.574	0.314
55.990	10.078	0.574	0.314
56.000	10.033	0.573	0.314
56.010	10.002	0.573	0.313
56.020	9.986	0.573	0.313
56.030	9.989	0.572	0.313
56.040	10.010	0.572	0.312
56.050	10.050	0.571	0.312
56.060	10.104	0.570	0.312
56.070	10.171	0.570	0.311
56.080	10.244	0.569	0.311
56.090	10.320	0.568	0.311
56.100	10.392	0.568	0.310
56.110	10.456	0.567	0.310
56.120	10.509	0.566	0.310
56.130	10.549	0.565	0.309
56.140	10.575	0.565	0.309
56.150	10.588	0.564	0.308
56.160	10.590	0.563	0.308
56.170	10.586	0.563	0.308
56.180	10.577	0.562	0.307
56.190	10.568	0.562	0.307
56.200	10.562	0.561	0.306
56.210	10.560	0.561	0.306
56.220	10.563	0.560	0.306
56.230	10.571	0.560	0.305
56.240	10.580	0.560	0.305
56.250	10.587	0.559	0.304
56.260	10.589	0.559	0.304
56.270	10.582	0.559	0.304
56.280	10.561	0.558	0.303
56.290	10.525	0.558	0.303
56.300	10.473	0.558	0.302
56.310	10.405	0.558	0.302
56.320	10.325	0.558	0.301
56.330	10.236	0.557	0.301
56.340	10.144	0.557	0.301
56.350	10.056	0.557	0.300
56.360	9.979	0.557	0.300
56.370	9.917	0.556	0.299
56.380	9.875	0.556	0.299
56.390	9.858	0.556	0.298
56.400	9.864	0.555	0.298
56.410	9.894	0.555	0.297
56.420	9.943	0.554	0.297
56.430	10.007	0.553	0.297
56.440	10.079	0.553	0.296
56.450	10.153	0.552	0.296
56.460	10.223	0.551	0.295
56.470	10.283	0.550	0.295
56.480	10.328	0.550	0.294
56.490	10.358	0.549	0.294
56.500	10.371	0.548	0.293
56.510	10.370	0.547	0.293
56.520	10.357	0.547	0.292
56.530	10.338	0.546	0.292
56.540	10.318	0.545	0.291
56.550	10.301	0.545	0.291
56.560	10.293	0.544	0.290
56.570	10.297	0.544	0.290
56.580	10.315	0.543	0.289
56.590	10.347	0.543	0.289
56.600	10.391	0.542	0.288
56.610	10.446	0.542	0.288
56.620	10.506	0.541	0.287
56.630	10.567	0.541	0.287
56.640	10.625	0.540	0.286
56.650	10.675	0.540	0.286
56.660	10.714	0.540	0.285
56.670	10.738	0.540	0.285
56.680	10.749	0.540	0.284
56.690	10.744	0.540	0.284
56.700	10.727	0.540	0.283
56.710	10.699	0.540	0.283
56.720	10.663	0.540	0.282
56.730	10.623	0.541	0.282
56.740	10.580	0.541	0.281
56.750	10.539	0.541	0.281
56.760	10.501	0.542	0.280
56.770	10.468	0.542	0.280
56.780	10.439	0.543	0.279
56.790	10.416	0.543	0.279
56.800	10.397	0.544	0.278
56.810	10.384	0.544	0.278
56.820	10.374	0.545	0.277
56.830	10.368	0.546	0.277
56.840	10.366	0.546	0.276
56.850	10.369	0.547	0.276
56.860	10.375	0.547	0.275
56.870	10.387	0.548	0.275
56.880	10.404	0.548	0.274
56.890	10.427	0.549	0.274
56.900	10.455	0.550	0.273
56.910	10.489	0.550	0.273
56.920	10.526	0.551	0.272
56.930	10.565	0.551	0.272
56.940	10.605	0.552	0.272
56.950	10.644	0.553	0.271
56.960	10.680	0.553	0.271
56.970	10.711	0.554	0.270
56.980	10.738	0.555	0.270
56.990	10.759	0.556	0.269
57.000	10.775	0.557	0.269
57.010	10.787	0.557	0.269
57.020	10.797	0.558	0.268
57.030	10.806	0.559	0.268
57.040	10.816	0.560	0.267
57.050	10.829	0.561	0.267
57.060	10.846	0.562	0.267
57.070	10.867	0.564	0.266
57.080	10.891	0.565	0.266
57.090	10.917	0.566	0.265
57.100	10.944	0.567	0.265
57.110	10.971	0.568	0.265
57.120	10.994	0.570	0.264
57.130	11.012	0.571	0.264
57.140	11.025	0.572	0.264
57.150	11.033	0.574	0.263
57.160	11.035	0.575	0.263
57.170	11.033	0.577	0.263
57.180	11.029	0.578	0.263
57.190	11.026	0.580	0.262
57.200	11.026	0.581	0.262
57.210	11.031	0.583	0.262
57.220	11.044	0.585	0.262
57.230	11.064	0.586	0.261
57.240	11.092	0.588	0.261
57.250	11.125	0.590	0.261
57.260	11.161	0.591	0.261
57.270	11.195	0.593	0.261
57.280	11.225	0.595	0.260
57.290	11.246	0.597	0.260
57.300	11.255	0.599	0.260
57.310	11.249	0.600	0.260
57.320	11.228	0.602	0.260
57.330	11.192	0.604	0.260
57.340	11.144	0.606	0.260
57.350	11.087	0.608	0.260
57.360	11.027	0.610	0.260
57.370	10.968	0.612	0.260
57.380	10.917	0.614	0.260
57.390	10.878	0.615	0.260
57.400	10.856	0.617	0.260
57.410	10.852	0.619	0.260
57.420	10.867	0.620	0.260
57.430	10.900	0.622	0.260
57.440	10.948	0.623	0.260
57.450	11.005	0.625	0.260
57.460	11.067	0.626	0.260
57.470	11.127	0.627	0.261
57.480	11.180	0.629	0.261
57.490	11.221	0.630	0.261
57.500	11.246	0.631	0.261
57.510	11.255	0.632	0.261
57.520	11.248	0.633	0.262
57.530	11.226	0.635	0.262
57.540	11.193	0.636	0.262
57.550	11.155	0.637	0.262
57.560	11.115	0.638	0.263
57.570	11.080	0.639	0.263
57.580	11.054	0.640	0.264
57.590	11.040	0.641	0.264
57.600	11.040	0.642	0.264
57.610	11.056	0.642	0.265
57.620	11.085	0.643	0.265
57.630	11.125	0.644	0.266
57.640	11.175	0.644	0.266
57.650	11.229	0.645	0.267
57.660	11.284	0.646	0.267
57.670	11.338	0.646	0.268
57.680	11.387	0.647	0.268
57.690	11.431	0.647	0.269
57.700	11.469	0.647	0.270
57.710	11.502	0.648	0.270
57.720	11.530	0.648	0.271
57.730	11.556	0.649	0.271
57.740	11.582	0.649	0.272
57.750	11.608	0.650	0.273
57.760	11.636	0.650	0.274
57.770	11.665	0.651	0.274
57.780	11.695	0.651	0.275
57.790	11.723	0.652	0.276
57.800	11.748	0.653	0.277
57.810	11.766	0.653	0.277
57.820	11.775	0.654	0.278
57.830	11.773	0.655	0.279
57.840	11.758	0.655	0.280
57.850	11.729	0.656	0.281
57.860	11.688	0.657	0.282
57.870	11.636	0.658	0.283
57.880	11.576	0.659	0.284
57.890	11.512	0.659	0.284
57.900	11.447	0.660	0.285
57.910	11.384	0.661	0.286
57.920	11.329	0.662	0.287
57.930	11.283	0.662	0.288
57.940	11.248	0.663	0.289
57.950	11.224	0.664	0.290
57.960	11.212	0.664	0.292
57.970	11.210	0.665	0.293
57.980	11.215	0.665	0.294
57.990	11.227	0.665	0.295
58.000	11.242	0.665	0.296
58.010	11.258	0.666	0.297
58.020	11.275	0.666	0.298
58.030	11.291	0.666	0.299
58.040	11.306	0.666	0.301
58.050	11.322	0.666	0.302
58.060	11.340	0.666	0.303
58.070	11.361	0.665	0.304
58.080	11.386	0.665	0.305
58.090	11.418	0.665	0.307
58.100	11.457	0.665	0.308
58.110	11.502	0.665	0.309
58.120	11.554	0.664	0.310
58.130	11.610	0.664	0.312
58.140	11.668	0.664	0.313
58.150	11.725	0.664	0.314
58.160	11.779	0.664	0.315
58.170	11.827	0.663	0.317
58.180	11.866	0.663	0.318
58.190	11.895	0.663	0.319
58.200	11.912	0.663	0.321
58.210	11.918	0.663	0.322
58.220	11.912	0.663	0.323
58.230	11.896	0.664	0.325
58.240	11.872	0.664	0.326
58.250	11.841	0.664	0.328
58.260	11.805	0.664	0.329
58.270	11.767	0.665	0.330
58.280	11.727	0.665	0.332
58.290	11.687	0.665	0.333
58.300	11.649	0.666	0.334
58.310	11.612	0.666	0.336
58.320	11.577	0.667	0.337
58.330	11.545	0.667	0.339
58.340	11.515	0.668	0.340
58.350	11.489	0.668	0.341
58.360	11.466	0.668	0.343
58.370	11.448	0.669	0.344
58.380	11.434	0.669	0.346
58.390	11.425	0.669	0.347
58.400	11.421	0.670	0.348
58.410	11.423	0.670	0.350
58.420	11.430	0.670	0.351
58.430	11.440	0.670	0.353
58.440	11.454	0.670	0.354
58.450	11.468	0.670	0.355
58.460	11.483	0.671	0.357
58.470	11.495	0.671	0.358
58.480	11.505	0.671	0.360
58.490	11.511	0.671	0.361
58.500	11.513	0.671	0.362
58.510	11.512	0.671	0.364
58.520	11.511	0.671	0.365
58.530	11.509	0.671	0.367
58.540	11.511	0.671	0.368
58.550	11.518	0.671	0.369
58.560	11.532	0.671	0.371
58.570	11.555	0.671	0.372
58.580	11.587	0.671	0.373
58.590	11.627	0.671	0.375
58.600	11.673	0.671	0.376
58.610	11.722	0.671	0.377
58.620	11.769	0.671	0.379
58.630	11.810	0.671	0.380
58.640	11.840	0.671	0.381
58.650	11.855	0.672	0.383
58.660	11.851	0.672	0.384
58.670	11.826	0.672	0.385
58.680	11.779	0.672	0.387
58.690	11.713	0.673	0.388
58.700	11.630	0.673	0.389
58.710	11.537	0.674	0.390
58.720	11.438	0.674	0.391
58.730	11.340	0.674	0.393
58.740	11.252	0.675	0.394
58.750	11.178	0.675	0.395
58.760	11.123	0.675	0.396
58.770	11.092	0.675	0.397
58.780	11.085	0.676	0.399
58.790	11.101	0.676	0.400
58.800	11.136	0.676	0.401
58.810	11.187	0.675	0.402
58.820	11.246	0.675	0.403
58.830	11.308	0.675	0.404
58.840	11.366	0.675	0.405
58.850	11.414	0.675	0.406
58.860	11.448	0.675	0.407
58.870	11.463	0.674	0.408
58.880	11.461	0.674	0.409
58.890	11.442	0.674	0.410
58.900	11.408	0.674	0.411
58.910	11.365	0.673	0.412
58.920	11.316	0.673	0.413
58.930	11.269	0.673	0.414
58.940	11.228	0.673	0.415
58.950	11.198	0.672	0.416
58.960	11.182	0.672	0.417
58.970	11.183	0.671	0.418
58.980	11.200	0.671	0.419
58.990	11.233	0.671	0.419
59.000	11.279	0.670	0.420
59.010	11.334	0.670	0.421
59.020	11.395	0.669	0.422
59.030	11.456	0.669	0.423
59.040	11.513	0.668	0.423
59.050	11.563	0.668	0.424
59.060	11.603	0.668	0.425
59.070	11.631	0.667	0.425
59.080	11.647	0.667	0.426
59.090	11.650	0.667	0.427
59.100	11.642	0.666	0.427
59.110	11.625	0.666	0.428
59.120	11.601	0.666	0.428
59.130	11.572	0.666	0.429
59.140	11.542	0.666	0.429
59.150	11.512	0.666	0.430
59.160	11.486	0.666	0.430
59.170	11.464	0.666	0.431
59.180	11.448	0.667	0.431
59.190	11.439	0.667	0.431
59.200	11.437	0.667	0.432
59.210	11.443	0.667	0.432
59.220	11.457	0.667	0.432
59.230	11.477	0.668	0.433
59.240	11.503	0.668	0.433
59.250	11.533	0.668	0.433
59.260	11.567	0.668	0.434
59.270	11.602	0.669	0.434
59.280	11.637	0.669	0.434
59.290	11.669	0.670	0.434
59.300	11.698	0.670	0.434
59.310	11.721	0.671	0.434
59.320	11.739	0.671	0.434
59.330	11.750	0.672	0.434
59.340	11.755	0.673	0.434
59.350	11.755	0.673	0.434
59.360	11.752	0.674	0.434
59.370	11.748	0.675	0.434
59.380	11.746	0.676	0.434
59.390	11.749	0.677	0.434
59.400	11.758	0.678	0.434
59.410	11.776	0.679	0.434
59.420	11.803	0.680	0.434
59.430	11.841	0.681	0.434
59.440	11.887	0.683	0.434
59.450	11.941	0.684	0.433
59.460	11.999	0.685	0.433
59.470	12.057	0.687	0.433
59.480	12.112	0.688	0.433
59.490	12.160	0.690	0.432
59.500	12.198	0.692	0.432
59.510	12.221	0.693	0.432
59.520	12.230	0.695	0.431
59.530	12.223	0.697	0.431
59.540	12.200	0.699	0.431
59.550	12.165	0.701	0.430
59.560	12.119	0.704	0.430
59.570	12.066	0.706	0.429
59.580	12.010	0.708	0.429
59.590	11.955	0.710	0.428
59.600	11.903	0.713	0.428
59.610	11.856	0.715	0.427
59.620	11.817	0.717	0.427
59.630	11.785	0.720	0.426
59.640	11.759	0.722	0.426
59.650	11.738	0.724	0.425
59.660	11.719	0.726	0.425
59.670	11.701	0.728	0.424
59.680	11.680	0.730	0.423
59.690	11.657	0.732	0.423
59.700	11.631	0.734	0.422
59.710	11.602	0.736	0.422
59.720	11.571	0.738	0.421
59.730	11.541	0.740	0.420
59.740	11.516	0.741	0.420
59.750	11.497	0.743	0.419
59.760	11.488	0.744	0.418
59.770	11.491	0.746	0.418
59.780	11.507	0.747	0.417
59.790	11.536	0.748	0.416
59.800	11.578	0.749	0.415
59.810	11.628	0.750	0.415
59.820	11.685	0.751	0.414
59.830	11.742	0.752	0.413
59.840	11.796	0.753	0.413
59.850	11.843	0.753	0.412
59.860	11.878	0.754	0.411
59.870	11.898	0.755	0.410
59.880	11.904	0.755	0.410
59.890	11.893	0.756	0.409
59.900	11.870	0.756	0.408
59.910	11.836	0.757	0.407
59.920	11.795	0.757	0.406
59.930	11.751	0.758	0.406
59.940	11.710	0.758	0.405
59.950	11.676	0.758	0.404
59.960	11.650	0.758	0.403
59.970	11.637	0.759	0.403
59.980	11.635	0.759	0.402
59.990	11.645	0.759	0.401
60.000	11.665	0.758	0.400
60.010	11.691	0.758	0.399
60.020	11.721	0.758	0.399
60.030	11.751	0.758	0.398
60.040	11.778	0.757	0.397
60.050	11.800	0.757	0.396
60.060	11.814	0.757	0.395
60.070	11.819	0.756	0.395
60.080	11.816	0.756	0.394
60.090	11.806	0.755	0.393
60.100	11.791	0.754	0.392
60.110	11.772	0.754	0.392
60.120	11.751	0.753	0.391
60.130	11.731	0.752	0.390
60.140	11.713	0.752	0.389
60.150	11.697	0.751	0.388
60.160	11.683	0.750	0.388
60.170	11.670	0.749	0.387
60.180	11.657	0.748	0.386
60.190	11.642	0.747	0.385
60.200	11.625	0.746	0.384
60.210	11.604	0.745	0.384
60.220	11.579	0.744	0.383
60.230	11.550	0.743	0.382
60.240	11.518	0.742	0.381
60.250	11.486	0.741	0.381
60.260	11.456	0.739	0.380
60.270	11.430	0.738	0.379
60.280	11.412	0.736	0.378
60.290	11.404	0.735	0.377
60.300	11.408	0.733	0.377
60.310	11.424	0.732	0.376
60.320	11.452	0.730	0.375
60.330	11.491	0.728	0.374
60.340	11.538	0.727	0.374
60.350	11.589	0.725	0.373
60.360	11.640	0.723	0.372
60.370	11.687	0.721	0.371
60.380	11.726	0.720	0.371
60.390	11.753	0.718	0.370
60.400	11.766	0.716	0.369
60.410	11.763	0.715	0.368
60.420	11.745	0.713	0.368
60.430	11.712	0.711	0.367
60.440	11.665	0.710	0.366
60.450	11.609	0.708	0.365
60.460	11.546	0.706	0.365
60.470	11.480	0.705	0.364
60.480	11.415	0.703	0.363
60.490	11.352	0.702	0.362
60.500	11.295	0.700	0.362
60.510	11.245	0.699	0.361
60.520	11.203	0.697	0.360
60.530	11.167	0.695	0.360
60.540	11.137	0.694	0.359
60.550	11.113	0.692	0.358
60.560	11.092	0.690	0.357
60.570	11.073	0.688	0.357
60.580	11.056	0.686	0.356
60.590	11.041	0.684	0.355
60.600	11.026	0.682	0.354
60.610	11.013	0.680	0.354
60.620	11.003	0.678	0.353
60.630	10.996	0.676	0.352
60.640	10.995	0.674	0.351
60.650	11.000	0.672	0.351
60.660	11.011	0.669	0.350
60.670	11.030	0.667	0.349
60.680	11.054	0.665	0.349
60.690	11.085	0.663	0.348
60.700	11.118	0.661	0.347
60.710	11.153	0.658	0.346
60.720	11.187	0.656	0.346
60.730	11.218	0.654	0.345
60.740	11.243	0.652	0.344
60.750	11.261	0.650	0.343
60.760	11.269	0.648	0.343
60.770	11.269	0.646	0.342
60.780	11.259	0.644	0.341
60.790	11.241	0.642	0.341
60.800	11.217	0.640	0.340
60.810	11.187	0.638	0.339
60.820	11.155	0.637	0.338
60.830	11.122	0.635	0.338
60.840	11.090	0.633	0.337
60.850	11.063	0.631	0.336
60.860	11.040	0.630	0.335
60.870	11.023	0.628	0.335
60.880	11.012	0.627	0.334
60.890	11.007	0.625	0.333
60.900	11.008	0.624	0.332
60.910	11.013	0.622	0.332
60.920	11.021	0.621	0.331
60.930	11.031	0.620	0.330
